channel,onset,duration,peak_onset,type,frequency,amplitude,phase_angle,lag,sw_wind_start,sw_wind_end,sw_neg_peak,overlap,cluster_size,i_within_cluster,NREM2,NREM3,NREM23
Pz,2720.884,0.616,2721.344,sp_unc,14.2946309554524,10.4982199167557,NaN,NaN,NaN,NaN,NaN,0,4,2,29,,388
Fz,2722.04,0.628,2722.404,sp_c_up,12.6049790625632,26.9390073303415,-1.59608556314479,0.336,2720.068,2724.068,2722.068,1,4,3,30,,389
C3,2724.452,0.52,2724.8,sp_unc,14.6787644151228,14.25879970808,NaN,NaN,NaN,NaN,NaN,0,4,4,31,,390
Pz,2748.792,0.596,2749.208,sp_unc,13.7598899208806,9.78625205233986,NaN,NaN,NaN,NaN,NaN,0,1,1,32,,391
Cz,2756.82,0.504,2757.196,sp_c_down,14.3022230822153,13.2893095262094,0.540834175782072,-0.284,2755.48,2759.48,2757.48,0,6,1,33,,392
Fz,2757.7,0.496,2758.072,sp_c_up,12.5826023391813,17.0385358298956,-1.26391853031438,0.592,2755.48,2759.48,2757.48,1,6,2,34,,393
Pz,2759.428,0.58,2759.784,sp_unc,13.953388372893,12.4417373368099,NaN,NaN,NaN,NaN,NaN,0,6,3,35,,394
C3,2763.812,0.816,2764.436,sp_unc,14.2937208775057,13.1073006473905,NaN,NaN,NaN,NaN,NaN,1,6,4,36,,395
Cz,2765.264,0.504,2765.616,sp_unc,13.0582137161085,16.8992593440884,NaN,NaN,NaN,NaN,NaN,0,6,5,37,,396
Pz,2766.828,0.66,2767.052,sp_unc,14.3297313442921,15.5983924853968,NaN,NaN,NaN,NaN,NaN,0,6,6,38,,397
Fz,2774.404,0.66,2774.816,sp_c_up,13.3804275547938,20.3530909935852,-1.19987282962081,0.34,2772.476,2776.476,2774.476,0,4,1,39,,398
Pz,2775.84,0.692,2776.268,sp_unc,14.2569978366004,12.1000483069373,NaN,NaN,NaN,NaN,NaN,0,4,2,40,,399
Pz,2778.804,0.892,2779.128,sp_unc,13.8681969736789,13.0541518058857,NaN,NaN,NaN,NaN,NaN,0,4,3,41,,400
Fz,2784.42,0.632,2784.876,sp_unc,12.4672181819125,22.1022160953591,NaN,NaN,NaN,NaN,NaN,0,4,4,42,,401
Pz,2792.748,0.812,2793.256,sp_unc,14.1519034514391,17.8742285113153,NaN,NaN,NaN,NaN,NaN,0,1,1,43,,402
C4,2805.704,0.86,2806.392,sp_unc,14.1849024298715,13.0767070006023,NaN,NaN,NaN,NaN,NaN,1,1,1,44,,403
Pz,2812.1,1.004,2812.812,sp_unc,13.8278211082004,12.5485331470728,NaN,NaN,NaN,NaN,NaN,0,3,1,45,,404
Pz,2817.136,0.508,2817.244,sp_unc,14.2971375459766,11.9893118599569,NaN,NaN,NaN,NaN,NaN,0,3,2,46,,405
Pz,2820.876,0.58,2821.296,sp_unc,14.1480386014055,15.963542064199,NaN,NaN,NaN,NaN,NaN,0,3,3,47,,406
C3,2828.056,0.584,2828.468,sp_unc,14.0112075531967,17.2203141902657,NaN,NaN,NaN,NaN,NaN,1,1,1,48,,407
Cz,2834.14,0.496,2834.308,sp_c_down,12.2735816814764,17.3211406261757,1.71069646351143,-1.556,2833.864,2837.864,2835.864,0,3,1,49,,408
C3,2835.748,0.784,2836.4,sp_c_up,12.3648096642443,24.9669440116601,0.444507917011692,0.536,2833.864,2837.864,2835.864,1,3,2,50,,409
C4,2837.872,0.7,2838.4,sp_unc,13.3863853805079,12.2871718130429,NaN,NaN,NaN,NaN,NaN,0,3,3,51,,410
Cz,2850.092,0.612,2850.276,sp_c_up,12.3044400933417,22.3157527561887,-0.579955491150164,0.428,2847.848,2851.848,2849.848,1,4,1,52,,411
Pz,2852.46,0.536,2852.788,sp_unc,14.167973194676,10.9728131856334,NaN,NaN,NaN,NaN,NaN,0,4,2,53,,412
Cz,2856.268,0.64,2856.74,sp_unc,13.4514800072076,12.6862897302957,NaN,NaN,NaN,NaN,NaN,0,4,3,54,,413
C3,2858.012,0.496,2858.128,sp_unc,12.6667521075416,16.0741709730849,NaN,NaN,NaN,NaN,NaN,0,4,4,55,,414
Fz,2875.94,0.664,2876.424,sp_unc,12.3600397096638,26.5900020373884,NaN,NaN,NaN,NaN,NaN,1,2,1,56,,415
C3,2877.032,0.716,2877.212,sp_unc,13.7130680732332,23.3174874520085,NaN,NaN,NaN,NaN,NaN,1,2,2,57,,416
Cz,2883.78,0.536,2883.916,sp_unc,12.2041989630922,15.015327798881,NaN,NaN,NaN,NaN,NaN,0,1,1,58,,417
Fz,2898.436,0.516,2898.78,sp_unc,13.0031518189413,22.4151602132397,NaN,NaN,NaN,NaN,NaN,0,3,1,59,,418
Fz,2899.464,0.54,2899.672,sp_unc,11.9691183582384,29.4405016137394,NaN,NaN,NaN,NaN,NaN,0,3,2,60,,419
Pz,2900.012,0.804,2900.464,sp_unc,14.6467578259374,15.302581916174,NaN,NaN,NaN,NaN,NaN,0,3,3,61,,420
Pz,2906.048,0.648,2906.472,sp_unc,13.8996388028896,15.8568438336273,NaN,NaN,NaN,NaN,NaN,0,2,1,62,,421
Pz,2909.16,0.916,2909.3,sp_unc,14.3706194100447,15.0815369504413,NaN,NaN,NaN,NaN,NaN,0,2,2,63,,422
Fz,2923.332,0.504,2923.704,sp_c_down,12.799043062201,15.96456066126,2.43741532843976,-1.616,2923.32,2927.32,2925.32,1,5,1,64,,423
Pz,2925.396,0.624,2925.712,sp_unc,12.1677343532934,18.5477020869856,NaN,NaN,NaN,NaN,NaN,0,5,2,65,,424
Pz,2926.124,0.7,2926.644,sp_unc,13.9564236427285,16.7868935394524,NaN,NaN,NaN,NaN,NaN,0,5,3,66,,425
Cz,2929.5,0.544,2929.664,sp_unc,13.2816014394962,22.1645815889193,NaN,NaN,NaN,NaN,NaN,0,5,4,67,,426
Pz,2934.752,1.024,2935.416,sp_unc,13.7615437538038,18.6860711722821,NaN,NaN,NaN,NaN,NaN,1,5,5,68,,427
C3,2948.588,0.66,2949.136,sp_c_up,13.8206653275345,16.9373287296949,-2.77838231736686,1.188,2945.948,2949.948,2947.948,0,1,1,69,,428
Cz,2963.124,0.56,2963.564,sp_unc,13.011184721711,13.1195335162711,NaN,NaN,NaN,NaN,NaN,0,1,1,70,,429
C3,2987.128,0.644,2987.58,sp_unc,14.3316509717922,11.3806822893864,NaN,NaN,NaN,NaN,NaN,0,3,1,71,,430
Pz,2987.976,1.632,2988.648,sp_unc,13.5337651142328,24.8901647990831,NaN,NaN,NaN,NaN,NaN,1,3,2,72,,431
C4,2992.336,0.84,2993.028,sp_c_down,13.1297941824258,11.8196220925946,0.654974489582067,-1.888,2992.916,2996.916,2994.916,1,3,3,73,,432
Pz,2998.584,1.008,2998.88,sp_unc,13.437005503956,15.6720096879436,NaN,NaN,NaN,NaN,NaN,1,1,1,74,,433
Cz,3007.888,0.816,3008.452,sp_unc,12.7390327919224,16.780314267177,NaN,NaN,NaN,NaN,NaN,0,1,1,75,,434
Fz,3016.792,0.652,3016.952,sp_c_down,13.0542157112019,22.1408878558551,1.09181860140263,-0.228,3015.18,3019.18,3017.18,1,1,1,76,,435
C3,3032.116,0.76,3032.708,sp_c_up,14.6822325421397,19.3163302716531,-2.61580682779107,1.4,3029.308,3033.308,3031.308,0,4,1,77,,436
C4,3034.732,0.54,3034.856,sp_unc,12.7160220813472,11.5911384704743,NaN,NaN,NaN,NaN,NaN,0,4,2,78,,437
Fz,3040.408,0.496,3040.784,sp_unc,12.2104503683451,23.4987897977024,NaN,NaN,NaN,NaN,NaN,1,4,3,79,,438
Cz,3041.14,0.54,3041.54,sp_unc,13.6530178591905,13.4464700580062,NaN,NaN,NaN,NaN,NaN,0,4,4,80,,439
Cz,3051.212,0.612,3051.64,sp_unc,13.5707353116685,18.8924383107623,NaN,NaN,NaN,NaN,NaN,1,1,1,81,,440
C4,3058.968,0.96,3059.108,sp_unc,13.9596663226694,10.2699236474613,NaN,NaN,NaN,NaN,NaN,1,5,1,82,,441
Cz,3063.192,0.588,3063.584,sp_unc,12.814931064359,14.2993953548818,NaN,NaN,NaN,NaN,NaN,0,5,2,83,,442
C3,3064.908,0.56,3065.316,sp_unc,14.2342016858271,13.8424150494284,NaN,NaN,NaN,NaN,NaN,1,5,3,84,,443
C3,3068.152,1.052,3068.508,sp_unc,12.6238950098045,20.8890927898497,NaN,NaN,NaN,NaN,NaN,0,5,4,85,,444
Pz,3073.516,0.668,3074.064,sp_unc,12.0289902244789,17.690861705088,NaN,NaN,NaN,NaN,NaN,1,5,5,86,,445
Pz,3085.508,0.796,3085.908,sp_unc,14.1386964142382,15.6160688827724,NaN,NaN,NaN,NaN,NaN,1,1,1,87,,446
C4,3091.564,0.924,3092.076,sp_unc,14.2711827055384,13.4449630966202,NaN,NaN,NaN,NaN,NaN,1,1,1,88,,447
C3,3098.844,0.532,3099.252,sp_unc,13.0197774623337,19.5889228064379,NaN,NaN,NaN,NaN,NaN,0,1,1,89,,448
C4,3108.848,0.6,3109.168,sp_unc,14.3858932461874,10.8138245340601,NaN,NaN,NaN,NaN,NaN,0,2,1,90,,449
Pz,3111.42,0.844,3111.776,sp_unc,14.2944538261876,24.2516051329942,NaN,NaN,NaN,NaN,NaN,1,2,2,91,,450
Fz,3118.572,0.56,3118.696,sp_c_down,12.9262689924455,19.011674245142,-1.41041338116028,-0.672,3117.368,3121.368,3119.368,1,4,1,92,,451
Fz,3119.216,0.72,3119.816,sp_c_up,11.7336036071734,33.3753632282893,-0.352166625707783,0.448,3117.368,3121.368,3119.368,1,4,2,93,,452
Pz,3120.652,0.636,3120.976,sp_unc,14.6282814112487,17.3009072904292,NaN,NaN,NaN,NaN,NaN,0,4,3,94,,453
Cz,3121.548,0.676,3122.068,sp_unc,12.3808279639434,15.6406094039571,NaN,NaN,NaN,NaN,NaN,1,4,4,95,,454
Pz,3132.888,0.984,3133.116,sp_unc,13.6525955411404,16.8838273159107,NaN,NaN,NaN,NaN,NaN,1,2,1,96,,455
Pz,3137.164,0.564,3137.46,sp_unc,13.9021195522744,15.8344104044351,NaN,NaN,NaN,NaN,NaN,0,2,2,97,,456
C3,3147.596,0.68,3147.908,sp_unc,14.6019665176012,15.2368427608595,NaN,NaN,NaN,NaN,NaN,0,1,1,98,,457
C4,3156.088,0.708,3156.248,sp_unc,13.4476546036371,14.289006974003,NaN,NaN,NaN,NaN,NaN,0,2,1,99,,458
Pz,3158.544,1.084,3159.36,sp_unc,13.602156262115,23.1940540892026,NaN,NaN,NaN,NaN,NaN,1,2,2,100,,459
Fz,3165.376,0.908,3165.612,sp_c_up,12.8227150139348,28.7400712840016,-1.94109265518472,0.264,3163.348,3167.348,3165.348,1,1,1,101,,460
Pz,3177.34,0.98,3177.776,sp_unc,13.8870972365554,18.0942451200077,NaN,NaN,NaN,NaN,NaN,1,3,1,102,,461
C3,3182.54,0.676,3182.696,sp_unc,13.3193580961093,19.349005073019,NaN,NaN,NaN,NaN,NaN,0,3,2,103,,462
Fz,3186.488,0.52,3186.628,sp_unc,12.8721912578788,18.6137176727956,NaN,NaN,NaN,NaN,NaN,0,3,3,104,,463
C4,3193.72,0.616,3194.072,sp_unc,13.0686564897091,14.3933002798197,NaN,NaN,NaN,NaN,NaN,1,1,1,105,,464
Pz,3201.376,0.76,3201.624,sp_unc,13.3211910495192,12.7692943780673,NaN,NaN,NaN,NaN,NaN,0,1,1,106,,465
Pz,3207.904,0.924,3208.104,sp_unc,13.9537622829452,11.9189264921253,NaN,NaN,NaN,NaN,NaN,0,1,1,107,,466
Pz,3215.932,0.74,3216.188,sp_unc,13.5571291692293,14.7602198404379,NaN,NaN,NaN,NaN,NaN,0,2,1,108,,467
Pz,3220.248,0.6,3220.696,sp_unc,13.3574043652549,14.2953841457046,NaN,NaN,NaN,NaN,NaN,0,2,2,109,,468
Pz,3226.348,0.792,3226.844,sp_unc,13.5593757355204,11.8748853604798,NaN,NaN,NaN,NaN,NaN,1,1,1,110,,469
Fz,3233.04,0.616,3233.528,sp_c_up,11.6963099035467,24.9619561730685,-1.46035642864431,0.3,3231.228,3235.228,3233.228,1,1,1,111,,470
C4,3241.708,0.516,3241.856,sp_unc,14.2678233574131,13.8836962916446,NaN,NaN,NaN,NaN,NaN,0,1,1,112,,471
Pz,3251.596,0.512,3251.96,sp_unc,13.3897857388569,13.6401096921614,NaN,NaN,NaN,NaN,NaN,0,3,1,113,,472
Pz,3256.808,1.004,3257.348,sp_unc,14.1088486676722,14.4196065645545,NaN,NaN,NaN,NaN,NaN,0,3,2,114,,473
C4,3258.924,0.528,3259.28,sp_unc,14.2659627953746,12.488545346832,NaN,NaN,NaN,NaN,NaN,1,3,3,115,,474
Fz,3272.896,0.708,3273.256,sp_unc,12.3930805824398,24.1109553891075,NaN,NaN,NaN,NaN,NaN,0,4,1,116,,475
Pz,3274.576,0.86,3275.18,sp_unc,13.6835143414091,17.5599866175829,NaN,NaN,NaN,NaN,NaN,0,4,2,117,,476
Pz,3278.824,0.916,3279.104,sp_unc,13.2504556846662,15.8089128057692,NaN,NaN,NaN,NaN,NaN,0,4,3,118,,477
Fz,3281.344,0.552,3281.56,sp_unc,12.5201735399104,19.469909419614,NaN,NaN,NaN,NaN,NaN,1,4,4,119,,478
Pz,3300.108,1.132,3300.724,sp_unc,13.4319063378527,19.8612243118989,NaN,NaN,NaN,NaN,NaN,1,2,1,120,,479
Fz,3301.976,1.088,3302.648,sp_c_up,11.9043333245278,21.3611578090705,1.70664161237989,1.004,3299.644,3303.644,3301.644,0,2,2,121,,480
Pz,3312.276,0.66,3312.648,sp_unc,13.194222931065,18.6311340966521,NaN,NaN,NaN,NaN,NaN,1,3,1,122,,481
Fz,3315.616,0.504,3315.792,sp_unc,12.4908517851102,19.3676054394375,NaN,NaN,NaN,NaN,NaN,0,3,2,123,,482
Pz,3316.692,0.632,3316.996,sp_unc,13.3339141079079,16.2461722799274,NaN,NaN,NaN,NaN,NaN,0,3,3,124,,483
Pz,3328.724,1.224,3329.2,sp_unc,13.37263541523,20.240127121948,NaN,NaN,NaN,NaN,NaN,0,2,1,125,,484
Pz,3332.096,1.068,3332.932,sp_unc,13.4792773509664,21.0771577265679,NaN,NaN,NaN,NaN,NaN,1,2,2,126,,485
Pz,3350.548,0.788,3351.084,sp_unc,13.2478707087637,17.3273285026509,NaN,NaN,NaN,NaN,NaN,0,2,1,127,,486
Pz,3354.988,0.664,3355.432,sp_unc,13.2629751461988,18.192624090075,NaN,NaN,NaN,NaN,NaN,1,2,2,128,,487
Pz,3365.04,0.652,3365.36,sp_unc,12.5390586856752,15.0295562138707,NaN,NaN,NaN,NaN,NaN,0,3,1,,1,488
Pz,3368.496,0.7,3368.932,sp_unc,13.2747526255084,11.4650139938412,NaN,NaN,NaN,NaN,NaN,0,3,2,,2,489
Fz,3371.72,1.356,3372.328,sp_c_up,12.0471506199353,37.9188355818401,-1.88071458859108,1.064,3369.264,3373.264,3371.264,1,3,3,,3,490
C3,3386.904,0.68,3387.412,sp_unc,13.312060021377,13.7694074208114,NaN,NaN,NaN,NaN,NaN,1,1,1,,4,491
Fz,3407.684,0.544,3408.072,sp_c_up,12.2086466165414,20.6233570434109,-1.37342676016015,0.412,3405.66,3409.66,3407.66,1,1,1,1,,492
Pz,3429.776,0.816,3430.248,sp_unc,14.1791365669075,13.2498995904327,NaN,NaN,NaN,NaN,NaN,0,1,1,2,,493
Pz,3438.74,0.82,3439.352,sp_unc,13.6489508083935,14.6015016460318,NaN,NaN,NaN,NaN,NaN,1,3,1,3,,494
C4,3442.004,0.576,3442.148,sp_c_up,13.5848317059617,17.4726883811384,-3.12475572373034,0.032,3440.116,3444.116,3442.116,1,3,2,4,,495
C3,3443.56,0.52,3443.94,sp_c_up,14.0211955227435,15.0270478890576,2.6444753183141,1.824,3440.116,3444.116,3442.116,1,3,3,5,,496
C3,3456.224,0.576,3456.608,sp_unc,14.5710784313725,16.5669099063089,NaN,NaN,NaN,NaN,NaN,0,4,1,6,,497
C3,3459.672,1.004,3460.304,sp_unc,14.2683608531132,21.1850702425504,NaN,NaN,NaN,NaN,NaN,1,4,2,7,,498
C4,3464.148,0.524,3464.492,sp_c_down,14.1088142128196,14.2242226321395,-1.08401279942543,-0.424,3462.916,3466.916,3464.916,1,4,3,8,,499
Pz,3464.932,0.596,3465.404,sp_unc,11.9010883598984,13.5251362514369,NaN,NaN,NaN,NaN,NaN,0,4,4,9,,500
Pz,3475.3,0.656,3475.772,sp_unc,13.671203130375,11.8535826367404,NaN,NaN,NaN,NaN,NaN,0,1,1,10,,501
Pz,3484.22,1.092,3485.02,sp_unc,13.4799314462627,16.2388053538434,NaN,NaN,NaN,NaN,NaN,0,2,1,11,,502
C3,3486.912,1.424,3487.924,sp_c_up,13.506081575612,18.8842065351361,2.80980820926377,1.348,3484.576,3488.576,3486.576,1,2,2,12,,503
Cz,3508.8,0.768,3509.236,sp_c_down,13.0685510071475,15.4470380091564,2.58134069714036,-0.036,3507.272,3511.272,3509.272,0,2,1,13,,504
Fz,3510.392,0.492,3510.54,sp_c_up,12.8560985797828,17.4819429502156,-2.50608549837359,1.268,3507.272,3511.272,3509.272,1,2,2,14,,505
Pz,3517.452,0.644,3517.704,sp_unc,14.1263948013416,13.1642211550837,NaN,NaN,NaN,NaN,NaN,0,1,1,15,,506
C4,3535.824,0.62,3536.208,sp_unc,14.5203119625043,13.7697212030412,NaN,NaN,NaN,NaN,NaN,1,1,1,16,,507
Pz,3542.236,0.804,3542.704,sp_unc,13.6612057103543,13.3709590917224,NaN,NaN,NaN,NaN,NaN,0,5,1,17,,508
Pz,3545.212,0.768,3545.556,sp_unc,13.4600238987562,15.2989300953151,NaN,NaN,NaN,NaN,NaN,1,5,2,18,,509
C3,3547.932,0.504,3548.324,sp_c_down,14.0026588120628,16.2163063644797,1.47895607414182,-0.156,3546.48,3550.48,3548.48,1,5,3,19,,510
Pz,3549.784,0.556,3549.912,sp_unc,14.3837688584206,15.4417523170369,NaN,NaN,NaN,NaN,NaN,0,5,4,20,,511
Fz,3550.36,0.82,3550.524,sp_unc,12.1773059130039,15.3198544812307,NaN,NaN,NaN,NaN,NaN,1,5,5,21,,512
Pz,3559.276,0.868,3559.764,sp_unc,13.9410748350377,15.8836994241801,NaN,NaN,NaN,NaN,NaN,1,1,1,22,,513
Fz,3570.38,0.628,3570.572,sp_unc,12.582321604878,20.2106997682973,NaN,NaN,NaN,NaN,NaN,0,1,1,23,,514
Pz,3583.716,0.708,3584.076,sp_unc,13.9994232987313,16.9479222334134,NaN,NaN,NaN,NaN,NaN,0,4,1,24,,515
C4,3588.816,0.632,3588.952,sp_c_up,12.4782229825569,17.4931840592235,-0.946162113236813,0.488,3586.464,3590.464,3588.464,0,4,2,25,,516
Pz,3590.604,0.688,3591.152,sp_unc,14.4356414593128,14.7602579703063,NaN,NaN,NaN,NaN,NaN,0,4,3,26,,517
C3,3593.124,0.516,3593.468,sp_unc,13.9175553262241,14.4390634480092,NaN,NaN,NaN,NaN,NaN,1,4,4,27,,518
C3,3603.36,0.708,3603.904,sp_unc,14.3287395367504,13.205222288189,NaN,NaN,NaN,NaN,NaN,1,8,1,28,,519
Pz,3604.672,0.588,3605.112,sp_unc,14.0601964469999,13.1904537822141,NaN,NaN,NaN,NaN,NaN,0,8,2,29,,520
Cz,3605.816,0.592,3605.948,sp_unc,13.968284682294,15.1964912093692,NaN,NaN,NaN,NaN,NaN,0,8,3,30,,521
Pz,3609.208,0.796,3609.82,sp_unc,13.6423763873047,13.1405745870247,NaN,NaN,NaN,NaN,NaN,0,8,4,31,,522
Fz,3612.848,0.52,3612.988,sp_unc,13.0992080752846,18.3212795972097,NaN,NaN,NaN,NaN,NaN,1,8,5,32,,523
Cz,3616.584,0.612,3617.004,sp_unc,12.5692290165974,14.106588681515,NaN,NaN,NaN,NaN,NaN,0,8,6,33,,524
C4,3617.284,0.632,3617.46,sp_unc,12.4658619775488,12.0286284049481,NaN,NaN,NaN,NaN,NaN,0,8,7,34,,525
Pz,3621.6,1.116,3622.124,sp_unc,13.9007508629586,14.0623162293965,NaN,NaN,NaN,NaN,NaN,0,8,8,35,,526
Cz,3634.496,0.5,3634.844,sp_unc,13.0164426217058,17.3394390224086,NaN,NaN,NaN,NaN,NaN,1,2,1,36,,527
C4,3635.752,0.644,3635.904,sp_unc,13.9536714610433,12.4529343605578,NaN,NaN,NaN,NaN,NaN,0,2,2,37,,528
C3,3643.244,0.532,3643.664,sp_unc,13.1387496519075,13.4239747272828,NaN,NaN,NaN,NaN,NaN,0,3,1,38,,529
Pz,3648.936,0.504,3649.148,sp_unc,13.9117324561404,11.2014411882249,NaN,NaN,NaN,NaN,NaN,0,3,2,39,,530
Pz,3650.7,0.524,3651.076,sp_unc,13.5233918128655,11.887662458561,NaN,NaN,NaN,NaN,NaN,0,3,3,40,,531
Pz,3661.776,1.056,3662.476,sp_unc,13.2611175374333,18.4828557877047,NaN,NaN,NaN,NaN,NaN,0,9,1,,1,532
C4,3664.928,0.496,3665.068,sp_unc,12.7299643940511,10.1732558045837,NaN,NaN,NaN,NaN,NaN,1,9,2,,2,533
Pz,3669.192,1.168,3669.596,sp_unc,13.1980697980947,16.3457739365363,NaN,NaN,NaN,NaN,NaN,1,9,3,,3,534
C4,3671.72,0.572,3671.936,sp_unc,13.546120202467,12.7641935073749,NaN,NaN,NaN,NaN,NaN,0,9,4,,4,535
Pz,3673.176,0.852,3673.856,sp_unc,13.2535689714482,14.4000239388479,NaN,NaN,NaN,NaN,NaN,0,9,5,,5,536
Fz,3676.688,0.6,3676.824,sp_unc,13.6798250001755,20.5068002461842,NaN,NaN,NaN,NaN,NaN,0,9,6,,6,537
Pz,3679.6,1.1,3679.804,sp_unc,13.5338804580844,17.5027641663705,NaN,NaN,NaN,NaN,NaN,1,9,7,,7,538
Fz,3680.86,0.524,3681.028,sp_unc,13.1883795849547,22.2972046834983,NaN,NaN,NaN,NaN,NaN,0,9,8,,8,539
Pz,3682.66,0.828,3682.852,sp_unc,13.59306661261,13.7097477126625,NaN,NaN,NaN,NaN,NaN,0,9,9,,9,540
Pz,3698.808,0.524,3698.976,sp_unc,12.5809663149511,18.3023722997842,NaN,NaN,NaN,NaN,NaN,0,5,1,1,,541
Pz,3700.124,0.656,3700.244,sp_unc,12.3710700735464,16.5479492838595,NaN,NaN,NaN,NaN,NaN,1,5,2,2,,542
Pz,3702.248,0.908,3702.452,sp_unc,13.1812208251936,17.5005964762968,NaN,NaN,NaN,NaN,NaN,1,5,3,3,,543
C4,3704.94,0.548,3705.316,sp_unc,12.2647843107589,14.1923272528851,NaN,NaN,NaN,NaN,NaN,1,5,4,4,,544
Cz,3708.048,0.64,3708.348,sp_unc,12.3752763708632,14.2537373851178,NaN,NaN,NaN,NaN,NaN,0,5,5,5,,545
C4,3725.064,0.784,3725.204,sp_unc,13.2477119950641,15.3667529671563,NaN,NaN,NaN,NaN,NaN,0,2,1,6,,546
Cz,3728.408,0.5,3728.592,sp_unc,12.5227842333105,22.4596963043877,NaN,NaN,NaN,NaN,NaN,1,2,2,7,,547
Fz,3743.44,0.564,3743.86,sp_c_up,13.3006011875981,26.9632711672081,-1.6625928333012,0.276,3741.584,3745.584,3743.584,0,2,1,8,,548
C3,3745.144,0.892,3745.664,sp_unc,13.1823611791168,13.5828365527693,NaN,NaN,NaN,NaN,NaN,0,2,2,9,,549
Pz,3753.192,0.992,3753.968,sp_unc,13.90608875129,12.8959786263705,NaN,NaN,NaN,NaN,NaN,0,1,1,10,,550
Pz,3761.88,0.764,3762.32,sp_unc,13.8429471511596,17.4092848282194,NaN,NaN,NaN,NaN,NaN,1,3,1,11,,551
C4,3764.916,0.684,3765.392,sp_unc,14.2275111799106,15.0939637028695,NaN,NaN,NaN,NaN,NaN,1,3,2,12,,552
Fz,3765.812,0.64,3766.276,sp_unc,13.1635907951697,17.2299702812127,NaN,NaN,NaN,NaN,NaN,1,3,3,13,,553
Pz,3775.228,0.816,3775.396,sp_unc,14.1962852392419,15.0894392110417,NaN,NaN,NaN,NaN,NaN,0,3,1,14,,554
Fz,3779.22,1.996,3780.536,sp_c_up,12.2205282981017,28.3979805320778,2.88236501767912,1.508,3777.028,3781.028,3779.028,1,3,2,15,,555
C3,3783.1,0.748,3783.636,sp_unc,12.4508714969241,20.8779836364027,NaN,NaN,NaN,NaN,NaN,1,3,3,16,,556
Fz,3799.044,0.512,3799.172,sp_unc,12.9499886078833,18.9549070241942,NaN,NaN,NaN,NaN,NaN,0,1,1,17,,557
C4,3811.252,1.036,3811.816,sp_unc,13.7965636659522,13.5104165682393,NaN,NaN,NaN,NaN,NaN,1,1,1,18,,558
Pz,3820.252,1.18,3820.42,sp_unc,14.4411657206742,11.7630677864259,NaN,NaN,NaN,NaN,NaN,1,2,1,19,,559
C3,3822.2,0.668,3822.74,sp_unc,14.0355100373483,13.5962873040555,NaN,NaN,NaN,NaN,NaN,0,2,2,20,,560
C3,3830.876,0.708,3831.128,sp_unc,14.5070089439284,17.5550315426535,NaN,NaN,NaN,NaN,NaN,1,3,1,21,,561
Cz,3834.172,0.512,3834.308,sp_c_down,12.806686587111,13.6978557083254,0.195878225409689,-0.444,3832.752,3836.752,3834.752,0,3,2,22,,562
Fz,3835.068,0.536,3835.224,sp_c_up,12.8462542645979,28.9699441840856,-0.447779622827961,0.472,3832.752,3836.752,3834.752,0,3,3,23,,563
C4,3844.204,0.492,3844.372,sp_unc,13.3828890407838,13.5339953656618,NaN,NaN,NaN,NaN,NaN,0,5,1,24,,564
Cz,3849.628,0.624,3849.784,sp_unc,12.2067886165631,15.5497144752897,NaN,NaN,NaN,NaN,NaN,0,5,2,25,,565
C3,3851.036,0.508,3851.156,sp_unc,14.7294494720965,13.181049792552,NaN,NaN,NaN,NaN,NaN,0,5,3,26,,566
Pz,3855.84,1.056,3856.156,sp_unc,13.7108242419775,16.7640669812991,NaN,NaN,NaN,NaN,NaN,1,5,4,27,,567
C4,3858.368,0.668,3858.584,sp_unc,14.1924158724377,15.3996157280816,NaN,NaN,NaN,NaN,NaN,0,5,5,28,,568
Pz,3865.744,1.028,3866.436,sp_unc,13.7863512476516,11.9713483917661,NaN,NaN,NaN,NaN,NaN,0,2,1,29,,569
Fz,3868.644,0.636,3869.1,sp_unc,12.2384943159706,29.4244458149796,NaN,NaN,NaN,NaN,NaN,1,2,2,30,,570
Pz,3887.544,1.032,3888.152,sp_unc,13.8305606518111,13.089550410361,NaN,NaN,NaN,NaN,NaN,0,3,1,31,,571
Cz,3889.188,0.672,3889.352,sp_unc,13.9355561626095,20.4055927194381,NaN,NaN,NaN,NaN,NaN,1,3,2,32,,572
Pz,3891.184,0.7,3891.372,sp_unc,14.3484477124183,19.3342827230338,NaN,NaN,NaN,NaN,NaN,1,3,3,33,,573
Fz,3899.276,0.62,3899.56,sp_unc,12.6703901257473,21.0324189387906,NaN,NaN,NaN,NaN,NaN,0,1,1,34,,574
Pz,3906.548,0.728,3906.68,sp_unc,12.0505118164965,19.3498936505779,NaN,NaN,NaN,NaN,NaN,0,3,1,35,,575
Pz,3907.416,1.056,3907.716,sp_unc,12.7730882658868,19.7345001661508,NaN,NaN,NaN,NaN,NaN,1,3,2,36,,576
Cz,3909.952,0.652,3910.496,sp_unc,12.9345459608618,16.1999143230788,NaN,NaN,NaN,NaN,NaN,0,3,3,37,,577
C4,3918.656,0.72,3919.144,sp_unc,14.161220043573,17.2344234904477,NaN,NaN,NaN,NaN,NaN,1,2,1,38,,578
Pz,3922.332,0.824,3922.756,sp_unc,14.2958499189149,13.7454075547375,NaN,NaN,NaN,NaN,NaN,0,2,2,39,,579
Pz,3929.128,1.156,3929.7,sp_unc,13.8981696479762,21.4074020343724,NaN,NaN,NaN,NaN,NaN,1,1,1,40,,580
